23	/kafici-i-restorani/	https://www.antasline.com/podovi-za-baste-splavove-bazene/	0	enabled	url	1	93	2026-06-01 14:59:03
24	/podovi-za-terase/bergo-multisport/ispunjava-fiba-standard/	https://www.antasline.com/sportski-podovi/	0	enabled	url	1	0	0000-00-00 00:00:00
25	/podovi-za-terase/bergo-easy/podloge-za-sajmove-i-promocije/	https://www.antasline.com/podovi-za-baste-splavove-bazene/bergo-easy/	0	enabled	url	1	54	2026-03-21 02:59:06
26	/vinil-podovi-za-komercijalne-i-javne-prostore/vinil-podovi-objectflor-expona-commercial/	https://www.antasline.com/lvt-podovi-za-komercijalne-i-javne-prostore/expona-commercial/	0	enabled	url	1	43	2026-02-03 06:23:58
27	/naslovna/industrijski-podovi/podovi-za-radnje-i-prodavnice/	https://www.antasline.com/home/industrijski-podovi/podovi-za-maloprodajne-objekte/	0	enabled	url	1	43	2026-06-24 16:42:05
28	/naslovna/industrijski-podovi/ecotile-5006-podne-ploce/	https://www.antasline.com/home/industrijski-podovi/ecotile-5005-podne-ploce/	0	enabled	url	1	97	2026-03-31 22:18:29
30	/lvt-podovi-za-komercijalne-i-javne-prostore/podovi-za-poslovni-prostor-i-radnje-vinil-podovi-podovi-za-komercijalne-objekte/	https://www.antasline.com/lvt-podovi-za-komercijalne-i-javne-prostore/kancelarije-i-poslovni-prostori/	0	enabled	url	1	631	2026-07-06 13:49:08
32	/lvt-podovi-za-komercijalne-i-javne-prostore/vinil-podovi-za-restorane-hotele-kafice-kancelarije-i-poslovne-prostore/	https://www.antasline.com/lvt-podovi-za-komercijalne-i-javne-prostore/expona-commercial/	0	enabled	url	1	588	2026-07-19 18:06:36
33	/kuca-i-dvoriste/	https://www.antasline.com/podovi-za-baste-splavove-bazene/	0	enabled	url	1	780	2026-07-09 23:53:47
34	/home/industrijski-podovi/pod-za-magacine/	https://www.antasline.com/home/industrijski-podovi/ecotile-5007/	0	enabled	url	1	263	2026-07-09 23:13:51
35	/naslovna/industrijski-podovi/ecotile-5007/	https://www.antasline.com/home/industrijski-podovi/ecotile-5007/	0	enabled	url	1	17	2025-12-20 01:11:40
36	/podovi-za-baste-splavove-bazene/	/spoljnje-podne-obloge/	0	enabled	url	1	5740	2026-07-20 05:18:35
37	/home/industrijski-podovi/esd-i-antistatik-podovi-ecotile/	/antistatik-i-elektroprovodljivi-podovi/	0	enabled	url	1	1756	2026-06-21 02:36:15
38	/podne-obloge-podovi-za-kontejnere-i-montazne-objekte/	/podne-ploce-podovi-za-kontejnere-i-montazne-objekte/	0	enabled	url	1	0	0000-00-00 00:00:00
39	/home/industrijski-podovi/ecotile-5007/	/home/industrijski-podovi/industrijski-pod/	0	enabled	url	1	3759	2026-07-17 00:14:13
42	/lvt-podovi-za-komercijalne-i-javne-prostore/expona-commercial/	/lvt-podovi-za-komercijalne-i-javne-prostore/vinil-podovi/	0	enabled	url	1	670	2026-07-21 11:22:20
43	/sportski-podovi/	/sportske-podloge/	0	enabled	url	1	7800	2026-07-20 12:01:12
44	/izgrdanja-sportskig-terena/	/sportske-podloge/	0	enabled	url	1	6043	2026-07-21 13:42:13
45	/kako-izabrati-pravi-industrijski-pod-koji-odgovara-vasim-poterbama/	/kako-izabrati-pravi-industrijski-pod/	0	enabled	url	1	161	2026-07-21 01:24:29
46	/sportski-teren-za-decu/	/sportska-igralista/	0	enabled	url	1	28	2026-07-08 22:49:08
47	/sportski-podovi-za-skole-i-sportske-sale/	/zamena-parketa-u-sportskim-salama/	0	enabled	url	1	281	2026-07-13 00:19:27
48	/bergo-ultimate-i-ultimate-plus-nova-generacija-sportskih-podova/	/na-kojoj-podlozi-se-igraju-turniri-u-3x3/	0	enabled	url	1	116	2026-07-10 11:29:04
49	/kako-izabrati-pravi-industrijski-pod/	/osteceni-industrijski-pod/	0	enabled	url	1	166	2026-07-20 12:45:26
50	/sportska-podloga-za-odbojku/	/podloga-za-odbojkaske-terene/	0	enabled	url	1	1422	2026-07-21 11:24:51
51	/o-cemu-treba-voditi-racuna-prilikom-ugradnje-industrijskog-poda/	/ugradnje-industrijskog-poda/	0	enabled	url	1	58	2026-07-05 04:05:06
52	/podovi-za-garaze/	/podovi-za-garaze-i-servise/	0	enabled	url	1	182	2026-07-05 03:17:29
